Gene1,Gene2,Resource
2009,3059,literature;signaling
2549,2560,complexes;literature
4244,4244,binary;literature
1369,5513,binary;literature;signaling
3178,4480,literature
1325,3792,literature
98,4365,binary;literature
716,842,literature;signaling
4298,5207,literature
4145,4795,literature;signaling
542,1981,literature
2220,5056,literature;signaling
236,2426,binary;literature;signaling
681,1256,literature;signaling
97,5442,complexes
2600,3022,literature;signaling
992,2521,binary;literature;signaling
60,2768,literature
1979,3284,binary
1213,5475,literature
1118,5445,literature;signaling
355,3178,complexes;literature;signaling;kinase
1326,4606,complexes
2002,4955,literature
864,3572,literature;signaling
2187,3439,literature;signaling;kinase
164,4746,complexes
2009,4997,literature;signaling
1030,2633,complexes
2173,3000,literature;signaling
322,1716,binary
127,5562,literature
645,2478,literature;kinase
3786,5207,literature
373,2978,complexes
501,2804,literature
3280,4636,binary;literature;signaling
1810,4781,literature;signaling
4354,5026,complexes;literature;signaling
1112,2461,literature
462,2279,literature;signaling
198,5044,literature
1389,5442,complexes
3735,4325,binary;literature;signaling
2492,3921,binary
2691,3701,literature
1478,4322,complexes
1593,4063,literature;signaling
337,1590,complexes
154,4401,complexes
2707,4405,literature
393,3243,literature
60,3446,kinase
2230,3395,kinase
1932,2494,complexes;literature;signaling;binary
1180,2166,metabolic
22,1948,literature
3397,5273,kinase
912,1897,metabolic
5445,5445,literature
1750,4343,binary
2427,5147,literature;signaling
2022,3490,literature;signaling
1920,5278,literature
1703,5224,literature
2664,2666,complexes
2525,5289,literature
1091,3621,literature
1833,3730,kinase
2204,5268,literature
1,561,literature;signaling
2472,3746,literature
2652,2667,complexes;literature
1135,2199,binary;literature;signaling
1015,2871,literature
3073,4455,literature;signaling
1059,4153,literature;signaling
2657,2664,complexes
3806,4921,literature
286,3523,literature
2650,2658,complexes
556,1644,metabolic
681,1972,literature
981,1014,kinase
606,5308,binary
2474,2773,literature
1189,3845,literature
864,2470,literature
2793,3488,metabolic
1345,2308,literature;signaling
1924,2076,metabolic
2571,4217,literature;signaling
1710,2769,literature;signaling
938,3746,complexes
3435,4665,kinase
2519,3271,literature
3523,4378,literature
2474,4921,literature
2033,4453,literature
2222,4091,literature;signaling
981,1920,literature
4326,4952,literature
2718,4142,literature;signaling
2518,2641,literature
3409,4938,binary;literature
2139,5491,literature;signaling
95,2473,binary;literature;signaling
700,4126,literature;signaling
3806,4548,complexes
1123,1127,literature;signaling
3700,5051,literature;signaling
2,3381,literature
1804,4142,literature;signaling
3312,4810,literature
1128,5118,literature;signaling
2622,4167,literature
2855,5216,literature;signaling
2865,5266,complexes
1135,4789,literature;signaling
4030,4403,literature;signaling
819,3180,binary
2090,2684,regulatory
1396,1622,complexes
3789,3812,complexes
1017,3198,literature;signaling
3788,4736,complexes
1389,3931,complexes
799,3792,complexes;literature
3493,4864,literature;signaling
2633,3790,complexes
680,2223,literature;signaling
1804,3623,binary;literature
4860,5004,binary;literature;signaling
2258,3395,kinase
3143,4885,literature;signaling
2659,4645,kinase
3811,4346,complexes
681,4269,literature;signaling
1708,2554,binary
3694,5519,kinase
2690,3366,kinase
2428,2429,binary;literature;signaling
2719,3407,kinase
1724,2477,metabolic
1239,1243,binary;literature;signaling
1939,3550,signaling
1174,2488,literature
2299,3444,kinase
2022,4405,literature
1981,4346,complexes
226,1135,binary
3451,4164,literature;signaling
3063,3962,literature;signaling
1599,1599,binary
837,3968,metabolic
1180,4291,metabolic
2697,4495,complexes
1573,4869,metabolic
1037,4299,literature;signaling
1090,1916,literature;signaling
2941,4156,binary
598,5244,binary;literature
3,1782,kinase
3412,4921,complexes;literature;signaling;binary
295,4201,complexes
4784,5005,literature
1170,3824,literature
2426,3489,binary;literature;signaling
2703,4844,binary;literature;signaling
1017,1351,literature;signaling
95,934,literature
69,2808,kinase
2167,2904,metabolic
60,124,kinase
598,847,binary;literature
1407,4781,literature;signaling
2690,3752,literature;signaling
2488,2633,literature
3435,3631,binary;literature
2226,3801,literature
647,1974,kinase
2243,4975,literature
479,2449,metabolic
3725,3894,literature
3002,4098,complexes
2617,3801,literature
3197,3608,literature
2803,5392,literature;signaling
2942,3369,complexes
60,4803,kinase
1181,3550,literature;signaling
1482,3791,literature
1168,1661,binary;literature
1881,4413,literature
1972,4895,literature;signaling
1947,5313,literature
3824,4781,literature;signaling
2746,5211,literature
3790,4322,complexes
5224,5283,binary
259,3434,kinase
710,1780,literature
864,5218,literature
1339,4958,literature
856,3105,binary;literature
688,3102,literature
2170,2865,complexes;literature;signaling
2112,5509,complexes;literature;signaling;binary
2226,2474,literature
1444,3399,kinase
435,5160,literature;signaling
1832,2921,literature
53,1833,signaling
272,5472,literature
2461,2595,binary;literature;signaling
1325,3806,literature
2773,3868,literature
4005,5447,literature;signaling
4082,4084,complexes
935,1637,regulatory
2705,5026,literature;signaling
403,4959,binary;signaling
220,2375,literature;signaling;kinase
34,644,binary
1006,3283,binary;literature;signaling
1688,2988,binary;literature;signaling
2577,4921,literature
2884,3071,literature;signaling
795,2163,literature
3280,4337,binary
2697,3790,complexes
1224,4840,literature
3434,4728,literature;signaling;kinase
1369,3844,binary
4117,4120,regulatory
273,4343,binary
4410,5059,literature;signaling
720,939,literature;signaling
3096,4238,literature;signaling;kinase
1906,1906,literature
598,2127,literature
3687,4488,binary;literature;complexes
3624,3624,literature
2011,2011,binary;literature
408,408,binary;literature
4752,5036,literature
43,5355,literature;signaling
1400,2027,complexes
575,3725,literature
4382,4994,literature
160,1571,complexes;literature
3810,5254,literature
3700,5447,literature;signaling
3399,5094,literature;signaling
2299,3203,literature
724,745,metabolic
197,4754,binary;literature
4612,5505,signaling
1396,5488,literature
4363,5176,literature
1677,1888,binary;literature;signaling
1681,1974,complexes
299,2479,binary;literature;kinase
4247,4286,literature;signaling
795,3805,literature
3572,4325,regulatory;binary;literature;signaling
2663,2665,complexes
1820,2182,binary;literature;signaling;kinase
2441,4517,binary;literature;signaling
1141,4587,complexes
2308,4741,literature;signaling
65,2427,literature;signaling;kinase
598,4080,binary;literature
2026,3689,literature
393,3320,literature
1083,4192,literature
888,1888,binary;literature;signaling
1780,3948,literature
572,4373,literature
1404,1777,literature;signaling;kinase
2660,2664,complexes
1194,3002,complexes
2707,2712,literature;signaling
2683,2801,kinase
265,3730,literature
5,3383,literature;signaling
3349,3494,binary;literature;signaling
2222,5339,literature;signaling
3369,4142,kinase
60,2474,literature;signaling;kinase
1840,2659,complexes;literature
1015,3933,literature;signaling
2644,2661,complexes
1015,1351,literature;signaling
3804,3811,complexes;literature
2032,3689,literature
1833,2690,literature;signaling;kinase
2314,3443,binary
1571,2802,literature
3003,3365,kinase
598,1947,literature
2336,2336,binary;literature
1762,4033,literature;signaling
1318,5158,literature;signaling
3124,4254,binary
4938,5019,binary;literature
41,1214,kinase
4248,4248,binary;literature
2473,4610,literature
1832,3813,literature
4034,4508,literature
3184,3437,complexes
2533,2533,literature
4084,4803,complexes
2489,3918,complexes;literature;kinase
2209,4142,literature
1061,2356,metabolic
562,1644,metabolic
3245,4098,complexes
282,4309,literature;signaling
2425,4629,literature;signaling
2154,4869,metabolic
1851,2829,metabolic
3844,3844,literature
659,698,literature
1718,4449,regulatory
1387,2006,literature
251,251,literature
82,981,complexes
1519,4098,binary
2875,4223,binary
2344,2699,literature;signaling
1987,2845,literature;signaling
4404,4480,literature
2314,3313,binary
2218,2218,literature
1015,5245,complexes;literature;signaling
647,1118,literature;signaling
647,3444,kinase
2443,2633,literature
1780,4102,literature;signaling
4027,5071,literature
1266,3621,literature;signaling
4735,5346,literature;signaling
1998,2824,literature;signaling
1979,4217,literature;signaling
2199,4714,complexes
252,3521,literature
3807,3812,complexes
4355,4355,literature
152,241,binary
2120,5388,literature;signaling
3793,3801,complexes;literature
160,3278,complexes
3631,3702,literature;signaling
1916,5238,literature;signaling
4564,4564,literature
647,3612,binary;literature;signaling
1802,5126,literature;signaling
505,815,binary;literature
2453,4378,literature;signaling
3791,3850,literature
1930,4120,literature;signaling
1174,2600,literature
681,3643,literature;signaling
1780,5059,complexes;literature;signaling
316,5110,literature
762,4439,complexes;literature;signaling;binary
1501,5173,literature
174,2308,literature;signaling
2222,2924,literature
3756,5099,literature;signaling
3788,4548,complexes;literature
4343,5314,literature
1723,1723,literature
2483,3441,kinase
2690,4166,literature;signaling
1191,4223,binary
934,1229,regulatory
498,1139,complexes
993,5392,literature;signaling
2168,3365,kinase
598,1256,literature;signaling
3569,5529,binary;literature
798,4651,binary
1782,3960,literature;signaling
3192,4492,literature
3788,3792,complexes;literature
3572,4080,literature;signaling
4151,4741,complexes
2492,3067,binary
154,4504,literature
1404,5497,binary;literature
1325,1681,complexes
1103,4957,metabolic
1109,1947,literature
1730,1945,metabolic
2970,4780,complexes
1068,3910,complexes
2042,3111,literature
1616,4394,literature;signaling
1810,4189,literature
977,3746,literature
4495,5253,complexes
4455,5096,binary;literature;signaling
3096,4469,literature;signaling
5096,5096,literature
1275,4085,binary
2103,4436,regulatory
1029,1430,literature
3297,4455,literature
2161,3797,complexes
240,5410,literature;signaling
1976,3789,literature
2470,4442,literature
2640,2641,binary;literature;signaling
1665,4697,binary;literature
799,3808,complexes
1549,2305,binary
502,1928,literature;signaling
2421,3395,kinase
60,795,kinase
723,4424,metabolic
3228,3814,literature
1920,3721,literature
2133,3567,literature;signaling
2365,3439,literature
61,1404,binary;literature
144,1474,complexes;literature;signaling
1833,3446,kinase
42,3362,literature
60,3149,complexes
2119,4414,binary;literature;signaling
1958,4209,literature
1748,2342,literature
735,3566,metabolic
933,3702,binary;literature;signaling;kinase
1239,3180,binary
2825,2844,metabolic
2432,3738,binary;literature;signaling
1006,4567,literature;signaling;kinase
1881,2432,binary;literature;signaling
553,4105,metabolic
1350,1559,signaling
924,5224,literature
82,2112,complexes
799,4776,literature
3360,4078,literature
1780,2187,literature;signaling
3362,4248,literature
2969,3612,binary;literature;signaling
457,3654,literature
3445,3725,kinase
2949,5562,literature
1326,3788,literature
4227,4725,literature;signaling
851,2423,literature
2633,3793,complexes
1345,1345,literature
681,3073,complexes;literature;signaling
995,1555,regulatory
1573,1780,binary;literature
647,4484,literature;signaling;kinase
4227,4234,literature;signaling
4447,4907,literature
896,3369,kinase
26,4176,literature;signaling
3125,4269,literature;signaling
4313,4673,literature;signaling
4078,5174,complexes
1780,3267,literature
27,5051,literature;signaling
1389,4401,complexes
3386,3386,literature
3067,4453,literature
1298,2712,complexes;literature;signaling
2290,3725,literature;signaling
542,3790,literature
3755,4225,literature
1009,4921,literature
3395,3639,literature;signaling
770,4762,literature
2122,4822,literature;signaling
3809,3812,complexes
166,536,binary
2450,5052,literature
2227,4992,literature
2188,5447,literature;signaling
2937,3369,kinase
4266,4270,complexes;literature;binary
916,4146,literature;signaling
2353,4192,binary;literature;signaling
2209,2428,literature;signaling
4324,4324,literature
298,2957,metabolic
1006,4447,kinase
1899,2272,metabolic
4656,4716,literature
3789,3793,complexes;literature
2025,4378,literature
3118,4405,literature
542,827,literature
540,1088,metabolic
2827,3529,binary;literature
2385,4137,literature
249,1852,metabolic
842,5293,literature
1478,5096,literature
1256,4451,literature;signaling
906,4095,literature
2592,2593,metabolic
1501,4325,literature;signaling
189,1326,complexes
2693,5314,literature
1947,4741,literature
373,3804,complexes
1810,2478,literature;signaling
923,5224,binary
934,3734,regulatory
886,2709,literature;signaling
3383,3383,literature
2829,3365,kinase
950,2100,literature;signaling
4443,4443,literature
2657,3184,complexes
1133,1834,literature
2515,4086,signaling
4170,4170,literature;kinase
1947,4142,literature;signaling;kinase
989,2290,literature;signaling
4924,4924,binary
3395,3787,literature;signaling
1967,2988,literature;signaling
1785,3395,literature;kinase
2690,5179,literature;signaling
3251,3900,literature
1780,3063,complexes;literature;signaling
3705,4429,literature;signaling
4405,5495,literature
2129,3061,literature;signaling
2427,2884,literature;signaling
1135,4938,binary;literature
1661,2937,binary;literature
3057,4269,literature
